ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV168,PS,E-7,"Reserve Pay, Management & Processing",Navy Reserve Administration,Age and Service Restrictions,After attaining what age are enlisted members normally ineligible for retention in an active status?,55 years,58 years,62 years,60 years,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=32,32,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","Normally, enlisted members of the Navy Reserve are not eligible for retention in an active status (i.e., USNR-R, USNR-S1) after attaining 60 years of age.",PASS,Found on stated page.,PASS,
ADV169,PS,E-7,"Reserve Pay, Management & Processing",Navy Reserve Administration,Age and Service Restrictions,How far in advance of a member's 60th birthday must the supporting NOSC CO ensure notification and counseling occur?,At least 12 months,At least 24 months,At least 6 months,At least 18 months,A,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=32,32,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Supporting Navy Operational Support Center (NOSC) COs will ensure that affected enlisted members are notified at least 12 months prior to their 60th birthday and required counseling is conducted.,PASS,Found on stated page.,PASS,
ADV170,PS,E-7,"Reserve Pay, Management & Processing",Navy Reserve Administration,Age and Service Restrictions,Who approves an age 60 waiver allowing an enlisted member to continue in a pay status?,COMNAVRESFORCOM,The NOSC CO,NAVPERSCOM (PERS-913),NAVPERSCOM (PERS-911),C,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=32,32,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",I must request and receive an approved age 60 waiver from NAVPERSCOM (PERS-913) before my 60th birthday.,PASS,Found on stated page.,PASS,
ADV171,PS,E-7,"Reserve Pay, Management & Processing",Navy Reserve Administration,Age and Service Restrictions,"In a non-pay status, until what point may a member continue to accrue qualifying service?",Until age 60,Until 30 years of service,"Until retirement eligible or age 63, whichever occurs first","Until retirement eligible or age 62, whichever occurs first",C,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=32,32,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","I may be transferred into a non-pay status where I may continue to accrue qualifying service through non-pay drills or the completion of correspondence courses until I become retirement eligible or age 63, whichever occurs first.",PASS,Found on stated page.,PASS,
ADV172,PS,E-4,"Reserve Pay, Management & Processing",Navy Reserve Administration,Military Service Obligation,What is the minimum military service obligation upon initial entry into a military service?,4 years,6 years,8 years,10 years,C,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","Every person, enlisted and officer, upon initial entry into a military service, shall serve a minimum of 8 years per DOD Instruction 1304.25.",PASS,Found on stated page.,PASS,
ADV173,PS,E-4,"Reserve Pay, Management & Processing",Navy Reserve Administration,Military Service Obligation,Where must any portion of the MSO not served on Active Duty be performed?,It is waived,In a Reserve component,In the Standby Reserve only,In the Retired Reserve,B,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","Any portion of the MSO that is not served on Active Duty shall be performed in a Reserve component (i.e., IRR or SELRES) per OPNAVINST 1000.26A.",PASS,Found on stated page.,PASS,
ADV174,PS,E-6,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,Who is tasked with the overall administration of the IRR?,NAVPERSCOM (PERS-9),NAVPERSCOM (PERS-913),COMNAVCRUITCOM,COMNAVRESFORCOM,A,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",NAVPERSCOM (PERS-9) is tasked with the overall administration of the IRR.,PASS,Found on stated page.,PASS,
ADV175,PS,E-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,How must counseling of members transferring to the Active Status Pool be documented?,By NOSC message,By memorandum for the record,On a NAVPERS 1200/1,As a NAVPERS 1070/613 entry in the permanent military service record,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Counseling shall be documented in the members' permanent military service records as a NAVPERS 1070/613 entry,PASS,Found on stated page.,PASS,
ADV176,PS,O-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,"Which officers must use the APPLY process to transfer to a pay, drilling status?",O-3s and above,All officers,O-5s and above,O-4s and above,C,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","ASP members O4 and below, with the exception of officers who wish to rejoin via the Navy Reserve Command and Senior Officer Non-Command Billet Screening and Assignment Board (APPLY) process, who desire to transfer to a pay, drilling status must contact their local recruiter to affiliate with a SELRES unit. O5s and above must use the APPLY process.",PASS,Found on stated page.,PASS,
ADV177,PS,E-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,What must active component personnel transferring to the IRR do prior to release from Active Duty?,Complete a NAVPERS 1200/1,Pre-register via the Navy Knowledge Online IRR Community of Practice,Report to the nearest NOSC,Contact COMNAVCRUITCOM,B,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=48,48,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",those active component personnel transferring to the IRR shall pre-register via Navy Knowledge Online (NKO) IRR Community of Practice prior to release from Active Duty.,PASS,Found on stated page.,PASS,
ADV178,PS,E-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,How often must an IRR member provide current civilian employer information?,On an annual basis even if no change or unemployed,Every 3 years,Only when it changes,Only upon mobilization,A,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=49,49,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",current civilian employer information required on an annual basis even if no change or unemployed.,PASS,Found on stated page.,PASS,
ADV179,PS,E-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Individual Ready Reserve,How often must every member of the IRR be screened?,Every 2 years,At least annually,Only upon transfer,Every 3 years,B,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=49,49,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Every member of the IRR shall be screened at least annually,PASS,Found on stated page.,PASS,
ADV180,PS,E-2,Reenlistment & Extension Processing,Reenlistment & Extensions,SELRES Affiliation and Reaffiliation,Enlisted personnel released from Active Duty in paygrades E1 and E2 need whose approval to reenlist or affiliate in a drilling status?,COMNAVCRUITCOM,COMNAVRESFORCOM,The NOSC CO,NAVPERSCOM (PERS-913),A,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Enlisted personnel released from Active Duty (other than for training) in paygrades E1 and E2 are not eligible for reenlistment or affiliation in a drilling status without prior approval from COMNAVCRUITCOM.,PASS,Found on stated page.,PASS,
ADV181,PS,E-6,Reenlistment & Extension Processing,Reenlistment & Extensions,SELRES Affiliation and Reaffiliation,What is the status of personnel who exceed HYT criteria with respect to SELRES accession?,They are not authorized to be accessed to the SELRES,They may affiliate if in a critical rating,They may affiliate only in a non-pay status,They may affiliate with a waiver,A,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Personnel who exceed HYT criteria are not authorized to be accessed to the SELRES per MILPERSMAN 1160-030.,PASS,Found on stated page.,PASS,
ADV182,PS,E-6,Reenlistment & Extension Processing,Reenlistment & Extensions,SELRES Affiliation and Reaffiliation,Personnel reaching their HYT date within how many months of affiliation require NAVPERSCOM (PERS-913) approval?,12 months,18 months,6 months,24 months,B,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Personnel who will reach their HYT date within 18 months of enlistment/ affiliation may only be enlisted or affiliated with approval from NAVPERSCOM (PERS-913).,PASS,Found on stated page.,PASS,
ADV183,PS,E-6,Reenlistment & Extension Processing,Reenlistment & Extensions,SELRES Affiliation and Reaffiliation,What is the reaffiliation status of enlisted members who have received Reserve Transition Benefits?,Eligible after 2 years,Eligible only in the IRR,Not eligible for reaffiliation,Eligible with a waiver,C,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Enlisted members who have received Reserve Transition Benefits are not eligible for reaffiliation.,PASS,Found on stated page.,PASS,
ADV184,PS,E-6,Reenlistment & Extension Processing,Reenlistment & Extensions,SELRES Affiliation and Reaffiliation,What is the affiliation status of members who cannot achieve 20 years of qualifying service under MILPERSMAN 1133-010 limits?,Eligible in a non-pay status,Eligible for the IRR only,Eligible with NOSC CO approval,Ineligible for affiliation or reaffiliation,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Members who cannot achieve 20 years of qualifying service under limits specified in MILPERSMAN 1133-010 are ineligible for affiliation or reaffiliation.,PASS,Found on stated page.,PASS,
ADV185,PS,E-5,"Reserve Pay, Management & Processing",Navy Reserve Administration,Reasonable Commuting Distance,"For units conducting four drills on 2 consecutive days with meals and quarters provided, what is reasonable commuting distance?","Within a 100-mile radius of the drill site, with no travel time limit",Within a 50-mile radius of the drill site and no more than 2 hours by automobile,"Within 3 hours by automobile, with no distance limit",Within a 100-mile radius of the drill site and no more than 3 hours by automobile,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=66,66,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","reasonable commuting distance is any distance within a 100-mile radius of the drill site but not exceeding that which can be traveled by automobile under average conditions of traffic, weather, and roads within a period of 3 hours.",PASS,Found on stated page.,PASS,Outside review flagged WRONG_KEY: options said 'or' where the manual requires both conditions. Options rewritten.
ADV186,PS,E-5,Manning & Manpower Management,Change of Rating,Change of Rating,A designated striker is reduced in rate for disciplinary reasons. When is the striker identification NOT retained?,In all disciplinary reductions,"When the reduction results from mishandling government funds, fraudulent acts, or theft of government property",Never; it is always retained,Only when reduced below E-3,B,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=75,75,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","Designated strikers who are reduced in rate for disciplinary reasons will retain their striker identification unless reduction is as a result of mishandling of government funds, committing fraudulent acts, or theft involving government property.",PASS,Found on stated page.,PASS,
ADV187,PS,E-4,Manning & Manpower Management,Change of Rating,Change of Rating,"Which two ratings are excepted from the requirement that non-designated strikers become designated through ""A"" school or examination participation?",Master-at-Arms and Personnel Specialist,Yeoman and Intelligence Specialist,Cryptologic Technician and Intelligence Specialist,Master-at-Arms and Intelligence Specialist,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=75,75,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)","All non-designated strikers must become designated through successful completion of ""A"" school or examination participation, with the exception of the Master-at-Arms (MA) and Intelligence Specialist (IS) ratings.",PASS,Found on stated page.,PASS,
ADV188,PS,E-6,Manning & Manpower Management,Change of Rating,Change of Rating,"Other than the Master-at-Arms rating, how many years of qualifying service must an E-6 or below have fewer than to be eligible for a change of rating?",20 years,12 years,10 years,15 years,D,BUPERSINST 1001.39F,BUPERSINST 1001.39.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf#page=75,75,"1001.39F CH-1, 3 May 2013 (base instruction 17 Sep 2007)",Personnel in paygrade E6 and below must have fewer than 15 years of qualifying service for retirement (MA rating must have fewer than 12 years).,PASS,Found on stated page.,PASS,Outside review flagged BAD_DISTRACTOR; question narrowed to exclude the MA exception.
